programming_language,tools_programming_languages,salary_monthly_NETO,salary_monthly_BRUTO,cured_programming_languages
html,"CSS, Go, HTML, Javascript, Ruby",130000.0,210000.0,"['css', 'go', 'html', 'javascript', 'ruby']"
javascript,"CSS, Go, HTML, Javascript, Ruby",130000.0,210000.0,"['css', 'go', 'html', 'javascript', 'ruby']"
ruby,"CSS, Go, HTML, Javascript, Ruby",130000.0,210000.0,"['css', 'go', 'html', 'javascript', 'ruby']"
python,"Python, SQL",75000.0,75000.0,"['python', 'sql']"
sql,"Python, SQL",75000.0,75000.0,"['python', 'sql']"
css,"CSS, HTML, Javascript",50032.0,60000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",50032.0,60000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",50032.0,60000.0,"['css', 'html', 'javascript']"
python,Python,130000.0,175000.0,['python']
bash/shell,"Bash/Shell, Python, R, SQL",97000.0,118000.0,"['bash/shell', 'python', 'r', 'sql']"
python,"Bash/Shell, Python, R, SQL",97000.0,118000.0,"['bash/shell', 'python', 'r', 'sql']"
r,"Bash/Shell, Python, R, SQL",97000.0,118000.0,"['bash/shell', 'python', 'r', 'sql']"
sql,"Bash/Shell, Python, R, SQL",97000.0,118000.0,"['bash/shell', 'python', 'r', 'sql']"
java,Java,140000.0,210000.0,['java']
net,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
bash/shell,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
c,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
c++,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
c#,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
cobol,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
html,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
java,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
javascript,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
php,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
python,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
ruby,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
sql,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
vba,".NET, Assembler, Bash/Shell, C, C++, C#, COBOL, HTML, Java, Javascript, Matlab, Perl, PHP, Python, Ruby, SQL, VBA",49500.0,61000.0,"['net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'matlab', 'perl', 'php', 'python', 'ruby', 'sql', 'vba']"
javascript,Javascript,83000.0,100000.0,['javascript']
net,".NET, COBOL, Java",105000.0,145000.0,"['net', 'cobol', 'java']"
cobol,".NET, COBOL, Java",105000.0,145000.0,"['net', 'cobol', 'java']"
java,".NET, COBOL, Java",105000.0,145000.0,"['net', 'cobol', 'java']"
python,"Python, SQL",54588.0,64433.0,"['python', 'sql']"
sql,"Python, SQL",54588.0,64433.0,"['python', 'sql']"
bash/shell,Bash/Shell,166000.0,260000.0,['bash/shell']
net,".NET, C#, SQL",82000.0,100000.0,"['net', 'c#', 'sql']"
c#,".NET, C#, SQL",82000.0,100000.0,"['net', 'c#', 'sql']"
sql,".NET, C#, SQL",82000.0,100000.0,"['net', 'c#', 'sql']"
net,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
c#,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
css,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
html,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
javascript,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
php,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
sql,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
typescript,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",116000.0,168000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
c,"C, Go, HTML, Java, Javascript",96670.0,130000.0,"['c', 'go', 'html', 'java', 'javascript']"
go,"C, Go, HTML, Java, Javascript",96670.0,130000.0,"['c', 'go', 'html', 'java', 'javascript']"
html,"C, Go, HTML, Java, Javascript",96670.0,130000.0,"['c', 'go', 'html', 'java', 'javascript']"
java,"C, Go, HTML, Java, Javascript",96670.0,130000.0,"['c', 'go', 'html', 'java', 'javascript']"
javascript,"C, Go, HTML, Java, Javascript",96670.0,130000.0,"['c', 'go', 'html', 'java', 'javascript']"
java,Java,100000.0,145000.0,['java']
python,"Python, SQL",58230.0,70361.0,"['python', 'sql']"
sql,"Python, SQL",58230.0,70361.0,"['python', 'sql']"
css,"CSS, HTML, Javascript, TypeScript",61000.0,73493.98,"['css', 'html', 'javascript', 'typescript']"
html,"CSS, HTML, Javascript, TypeScript",61000.0,73493.98,"['css', 'html', 'javascript', 'typescript']"
javascript,"CSS, HTML, Javascript, TypeScript",61000.0,73493.98,"['css', 'html', 'javascript', 'typescript']"
typescript,"CSS, HTML, Javascript, TypeScript",61000.0,73493.98,"['css', 'html', 'javascript', 'typescript']"
net,".NET, HTML, Java, Javascript, SQL",90000.0,125000.0,"['net', 'html', 'java', 'javascript', 'sql']"
html,".NET, HTML, Java, Javascript, SQL",90000.0,125000.0,"['net', 'html', 'java', 'javascript', 'sql']"
java,".NET, HTML, Java, Javascript, SQL",90000.0,125000.0,"['net', 'html', 'java', 'javascript', 'sql']"
javascript,".NET, HTML, Java, Javascript, SQL",90000.0,125000.0,"['net', 'html', 'java', 'javascript', 'sql']"
sql,".NET, HTML, Java, Javascript, SQL",90000.0,125000.0,"['net', 'html', 'java', 'javascript', 'sql']"
net,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
c#,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
css,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
html,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
javascript,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
sql,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
typescript,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",77600.0,98990.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
python,Python,54000.0,62000.0,['python']
c#,"C#, Python",80000.0,100000.0,"['c#', 'python']"
python,"C#, Python",80000.0,100000.0,"['c#', 'python']"
css,"CSS, HTML, Javascript",32500.0,38000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",32500.0,38000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",32500.0,38000.0,"['css', 'html', 'javascript']"
bash/shell,"Bash/Shell, Go, Java, Python",61000.0,72000.0,"['bash/shell', 'go', 'java', 'python']"
go,"Bash/Shell, Go, Java, Python",61000.0,72000.0,"['bash/shell', 'go', 'java', 'python']"
java,"Bash/Shell, Go, Java, Python",61000.0,72000.0,"['bash/shell', 'go', 'java', 'python']"
python,"Bash/Shell, Go, Java, Python",61000.0,72000.0,"['bash/shell', 'go', 'java', 'python']"
bash/shell,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
css,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
html,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
javascript,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
php,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
python,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
sql,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",108000.0,149000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
net,".NET, C#, SQL",43990.0,53000.0,"['net', 'c#', 'sql']"
c#,".NET, C#, SQL",43990.0,53000.0,"['net', 'c#', 'sql']"
sql,".NET, C#, SQL",43990.0,53000.0,"['net', 'c#', 'sql']"
sql,SQL,74000.0,95000.0,['sql']
java,"Clojure, Dart, Java",180000.0,320000.0,"['clojure', 'dart', 'java']"
java,Java,42025.0,52205.0,['java']
c,"C, Objective-C, Swift",140000.0,200000.0,"['c', 'objectivec', 'swift']"
swift,"C, Objective-C, Swift",140000.0,200000.0,"['c', 'objectivec', 'swift']"
java,"Java, Javascript, Kotlin, Scala, TypeScript",105000.0,140000.0,"['java', 'javascript', 'kotlin', 'scala', 'typescript']"
javascript,"Java, Javascript, Kotlin, Scala, TypeScript",105000.0,140000.0,"['java', 'javascript', 'kotlin', 'scala', 'typescript']"
kotlin,"Java, Javascript, Kotlin, Scala, TypeScript",105000.0,140000.0,"['java', 'javascript', 'kotlin', 'scala', 'typescript']"
scala,"Java, Javascript, Kotlin, Scala, TypeScript",105000.0,140000.0,"['java', 'javascript', 'kotlin', 'scala', 'typescript']"
typescript,"Java, Javascript, Kotlin, Scala, TypeScript",105000.0,140000.0,"['java', 'javascript', 'kotlin', 'scala', 'typescript']"
java,Java,78454.0,100000.0,['java']
bash/shell,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
groovy,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
java,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
python,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
scala,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
sql,"Bash/Shell, Groovy, Java, Python, Scala, SQL",143000.0,220000.0,"['bash/shell', 'groovy', 'java', 'python', 'scala', 'sql']"
javascript,"Javascript, PHP",135000.0,200000.0,"['javascript', 'php']"
php,"Javascript, PHP",135000.0,200000.0,"['javascript', 'php']"
css,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
go,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
groovy,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
html,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
java,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
javascript,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
kotlin,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
php,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
sql,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
typescript,"ActionScript, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript",49950.0,60000.0,"['actionscript', 'css', 'go', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'php', 'sql', 'typescript']"
c++,C++,40000.0,54000.0,['c++']
html,"HTML, Java, Javascript, SQL",52000.0,40000.0,"['html', 'java', 'javascript', 'sql']"
java,"HTML, Java, Javascript, SQL",52000.0,40000.0,"['html', 'java', 'javascript', 'sql']"
javascript,"HTML, Java, Javascript, SQL",52000.0,40000.0,"['html', 'java', 'javascript', 'sql']"
sql,"HTML, Java, Javascript, SQL",52000.0,40000.0,"['html', 'java', 'javascript', 'sql']"
go,"Go, Java, Kotlin, Ruby",119114.0,175000.0,"['go', 'java', 'kotlin', 'ruby']"
java,"Go, Java, Kotlin, Ruby",119114.0,175000.0,"['go', 'java', 'kotlin', 'ruby']"
kotlin,"Go, Java, Kotlin, Ruby",119114.0,175000.0,"['go', 'java', 'kotlin', 'ruby']"
ruby,"Go, Java, Kotlin, Ruby",119114.0,175000.0,"['go', 'java', 'kotlin', 'ruby']"
bash/shell,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
css,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
go,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
html,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
java,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
javascript,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
kotlin,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
python,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
scala,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
sql,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
typescript,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",91000.0,123400.0,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
css,"CSS, HTML, Javascript",53000.0,70000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",53000.0,70000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",53000.0,70000.0,"['css', 'html', 'javascript']"
css,"CSS, Java, Javascript, SQL, TypeScript",39000.0,48000.0,"['css', 'java', 'javascript', 'sql', 'typescript']"
java,"CSS, Java, Javascript, SQL, TypeScript",39000.0,48000.0,"['css', 'java', 'javascript', 'sql', 'typescript']"
javascript,"CSS, Java, Javascript, SQL, TypeScript",39000.0,48000.0,"['css', 'java', 'javascript', 'sql', 'typescript']"
sql,"CSS, Java, Javascript, SQL, TypeScript",39000.0,48000.0,"['css', 'java', 'javascript', 'sql', 'typescript']"
typescript,"CSS, Java, Javascript, SQL, TypeScript",39000.0,48000.0,"['css', 'java', 'javascript', 'sql', 'typescript']"
css,"CSS, HTML, Javascript, SQL, TypeScript",95000.0,125000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, SQL, TypeScript",95000.0,125000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, SQL, TypeScript",95000.0,125000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, SQL, TypeScript",95000.0,125000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, SQL, TypeScript",95000.0,125000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
